pH,Hardness,Solids,Chloramines,Sulfate,Conductivity,Turbidity
7.4074,206.8255,22057.5918,4.0077,351.2046,484.3947,4.2164
5.0849,135.3387,18074.6786,5.1636,231.4191,595.2334,2.8526
5.3784,133.5644,20063.0415,9.6455,263.9839,490.5918,3.291
8.5797,241.8011,17395.1116,6.6618,391.9382,502.1983,5.494
6.9407,233.4719,18685.3184,7.1591,403.1314,577.9263,3.9382
8.0223,312.1279,21696.7468,8.5176,405.7919,450.1811,4.4504
7.0425,252.036,12053.1304,8.3926,257.4299,405.0218,3.8618
7.0446,79.7536,11872.9694,7.5576,378.4562,502.6126,2.5803
8.4074,284.1558,8891.6596,6.5827,204.0838,536.3072,5.1206
6.2259,120.1551,7197.8312,6.3747,207.4478,381.6028,4.6039
7.1442,169.2823,10261.7385,8.7158,100.0,362.2745,6.7668
6.3066,220.016,21275.7001,8.1071,413.8295,431.1085,2.7813
6.3483,359.6534,12857.6999,6.4854,210.8816,486.5199,4.9871
6.5362,448.7935,24108.9157,9.1642,269.8774,483.8473,2.4261
7.3332,248.5378,20277.71,6.7419,207.1741,306.0666,4.1888
6.2819,185.3443,4251.9663,5.2967,335.6132,572.9285,5.1718
8.8836,242.7605,25239.8047,5.4821,249.9493,368.7068,1.5134
5.6581,271.0124,26486.3892,5.0425,175.6146,398.7948,3.7541
6.7197,174.3466,12049.0986,6.4552,315.333,347.7877,3.3241
6.3404,343.6169,23361.5323,9.4674,165.3016,635.8663,3.1577
9.1705,218.4057,13148.0141,5.3898,213.0075,439.3657,4.4623
7.2948,239.8194,20781.363,7.377,111.4489,351.922,5.3448
8.5478,253.2739,9884.0127,5.6866,166.0834,489.1139,3.8401
4.7717,233.7269,5655.1484,6.4794,294.2823,481.5309,4.2466
7.4006,267.1152,16937.4625,3.9799,122.8371,404.9818,4.1372
8.3344,150.6197,19010.1684,6.5589,161.5083,487.2485,4.0022
7.1234,155.3359,16818.5625,6.6126,279.8105,353.9766,2.6928
8.5982,111.9877,10527.7555,8.0806,236.5114,380.5665,5.3301
6.2241,235.1601,16800.8075,7.4466,439.3629,259.1827,4.3542
9.114,262.3149,22154.358,4.6032,426.7117,314.0839,4.4739
10.4483,236.6218,19640.8558,9.1684,210.5662,564.6105,3.0322
6.4557,333.9594,21460.0082,7.4206,324.571,551.3143,3.4489
6.3317,199.5523,14639.0784,7.3968,339.9426,425.2631,3.7886
9.1801,253.4993,29373.7433,6.9816,232.2017,553.0345,2.1591
9.3694,112.6639,10590.6133,5.9645,160.3567,407.194,1.9744
6.2157,169.032,23900.4824,7.4356,279.0161,400.5272,3.2791
6.3697,255.643,29455.1287,7.9512,266.1723,424.5209,4.627
6.5773,267.9282,23847.2647,3.5062,245.1388,410.0063,3.2162
4.9833,176.4826,18379.8062,5.9225,315.3853,402.7843,2.7774
5.622,194.2721,15773.6236,6.4901,219.9416,511.4718,3.0224
5.4938,78.5701,28288.7012,7.5123,187.8402,432.0109,3.4536
5.8483,171.4377,8616.2006,9.3866,288.7266,476.9985,3.5754
6.948,271.2307,12239.0059,5.4565,310.8776,502.5104,6.5986
7.3513,246.0164,16819.5379,6.0041,185.8684,451.0549,5.2655
9.3258,240.0533,29901.2301,5.9749,354.2472,342.3783,5.2297
5.5025,203.9819,23038.1411,5.3969,138.3615,311.7707,5.4023
8.4765,200.5651,12255.6339,6.3056,233.7509,431.9025,2.8014
6.679,147.1743,17517.5384,8.5416,259.3593,406.2995,2.5332
6.9258,255.9063,15085.4148,4.8923,229.1021,426.9913,2.6718
8.0122,233.6778,14321.6881,7.8556,234.7952,418.7157,5.6014
5.3159,239.3615,27831.1165,3.5962,429.686,626.6859,3.3434
7.5736,157.9172,9026.055,5.8773,211.9293,313.5819,2.4984
7.2497,50.0,32870.2468,6.341,475.2977,260.8043,3.4828
7.7387,287.7722,26625.8375,10.3497,314.9701,446.5901,3.7137
7.4338,161.693,28726.8934,6.4504,287.3644,389.8862,4.3221
10.683,130.9779,16296.4839,2.5975,318.0992,445.2854,4.3011
6.0434,255.4783,18800.4742,3.0022,480.0,466.7106,3.0062
6.2035,168.639,8534.7855,7.0681,200.5126,522.7284,4.8228
6.0653,284.7949,15802.7007,8.2275,190.3666,299.4219,3.233
6.1668,249.3605,23949.2388,7.7509,219.6107,375.4626,3.8125
6.0439,254.6855,30368.5045,7.3351,282.5715,454.3009,4.8241
8.7835,90.7235,11142.7455,9.3245,141.9383,481.6371,3.2298
9.1308,296.9555,17075.9525,5.9208,281.7871,595.476,3.3168
6.1439,220.9,18789.6062,8.7898,415.4838,496.4563,4.71
5.7515,170.4578,8833.6864,3.736,292.1126,415.4569,2.9707
7.7071,211.4711,24730.7939,5.1901,256.5852,348.7651,3.5382
6.1717,57.9012,14208.0773,3.3859,230.5472,374.8568,4.6669
7.9494,232.6922,18436.8772,6.4503,351.8809,372.5838,6.4649
7.3044,117.6503,16384.405,6.9075,213.9334,472.4187,4.7265
4.7264,91.7864,13685.292,7.2282,427.7117,440.5598,4.5672
9.3213,78.2113,19943.6401,7.1238,434.6688,314.108,4.637
9.6938,289.0151,18275.1234,5.1449,300.5401,385.1279,2.7122
6.0808,149.6589,17025.1369,6.6195,279.0788,490.2038,4.1387
6.4184,322.6982,14172.307,4.0051,362.4528,448.133,3.9643
7.4288,157.1359,22556.1974,9.7265,367.5839,465.4916,4.3859
7.5017,63.4114,33228.9381,6.3927,215.5207,450.6337,4.1398
7.9878,110.678,21119.0979,6.0222,237.8756,550.1145,4.4556
10.0153,298.8649,27968.9457,10.1779,174.2122,438.8834,3.6262
6.7346,187.5281,8878.2246,4.5155,312.7252,389.1182,4.0703
5.8026,156.137,21262.0915,4.7488,333.3302,346.7396,2.5266
4.931,212.8015,11221.0534,4.8076,172.0059,439.9688,3.6161
5.9036,240.1426,8184.6006,6.8643,243.5841,224.7437,5.669
6.9503,289.3919,14085.0287,7.8633,172.2197,405.2569,4.3826
9.6918,315.8799,29535.1947,8.4794,208.096,403.5328,3.9749
6.2236,171.2185,27600.1266,12.144,324.0814,310.8423,6.2753
7.3357,93.9162,21944.0378,2.5011,221.3214,345.7387,2.367
6.9754,166.9228,7738.3955,8.2175,255.9339,484.7726,2.6687
8.7826,220.8224,18429.7548,5.8857,149.8151,438.4569,6.0553
10.7904,122.8993,22413.6001,5.8272,294.9592,428.1431,4.0552
6.2037,123.4279,21404.2898,5.7605,276.4581,444.5078,3.7089
6.2658,227.503,5249.6513,5.1825,221.6833,427.4102,2.561
8.5662,196.1078,12877.4572,10.369,264.8789,519.429,4.5372
8.0228,202.6238,19487.3779,8.6846,294.4236,429.8743,4.6534
9.7701,139.3204,24290.3273,7.0464,214.8105,303.343,2.6866
7.8759,181.5679,2430.9774,9.702,161.899,550.4104,3.8317
6.4611,126.0613,18703.0082,3.9749,424.446,449.6272,3.5974
7.886,271.2159,21144.3902,4.3386,229.3382,372.8597,4.3072
8.6631,282.8199,26796.8959,2.6441,272.2592,319.7279,2.6569
8.2307,52.305,25542.8607,5.6012,360.8672,451.6731,5.5023
7.7609,125.6391,24660.5706,7.3234,480.0,410.6262,5.099
8.6,80.2777,13600.4759,7.2057,180.4411,545.9317,3.5642
8.7539,147.9981,4735.9829,7.2987,315.9862,392.3274,3.7403
9.0732,193.325,16855.5779,4.1779,223.3958,353.0095,3.8363
7.9731,84.0284,28013.0546,8.6063,236.8968,491.6637,3.066
6.7493,126.2512,31147.6362,7.4793,222.383,494.0226,3.4679
7.2201,119.6834,25684.3928,8.4661,189.9476,433.4921,3.6757
8.8098,216.5814,23434.7266,3.2145,276.6967,474.1086,5.9354
5.7746,205.5475,23037.1172,7.623,162.0398,416.985,5.1359
7.553,142.261,15551.05,4.6245,355.7446,438.7092,5.1216
6.41,214.1457,18959.5177,6.2054,284.4002,513.1993,4.4439
7.0431,156.2656,33352.5562,8.0687,313.7948,470.0255,2.6592
8.9177,178.2676,12459.536,7.1822,242.7049,406.458,3.9502
7.2866,333.8762,32918.2303,5.2969,250.6237,528.189,5.1646
7.0697,307.2369,17423.7748,7.0125,303.0051,230.8116,2.4901
4.9602,96.0335,30603.4569,3.9369,186.8759,584.1659,4.7639
8.1194,266.3786,8745.4799,9.3005,251.3608,283.5233,6.7871
7.9682,264.9117,24687.2336,6.5894,211.2309,369.8326,5.2742
10.2449,108.1389,14105.8389,9.2371,208.7545,416.7266,5.6968
6.5383,265.5022,8677.8625,5.9469,111.2129,408.2815,4.262
7.3287,323.0346,21748.2723,5.9528,387.1461,500.5129,5.1615
7.3741,110.1964,28075.7743,5.4716,225.0769,335.3731,3.1386
9.3662,126.5998,13240.4685,8.7523,373.0701,440.8613,4.955
6.8571,281.4129,8007.8723,5.5811,365.5034,373.743,4.7853
7.4185,221.7196,19265.2419,8.2892,177.12,443.6113,4.3479
7.9118,244.1181,19300.5174,6.2351,192.9271,414.8182,5.5792
7.2799,227.2471,24386.557,3.0481,480.0,427.4349,3.3535
6.3303,231.2557,27596.7566,5.8594,420.0741,376.006,3.7755
7.2911,93.8822,19524.6785,4.6418,277.4785,379.1949,4.1146
8.6104,283.7854,34844.0265,7.0678,300.5898,442.9818,2.7645
5.4602,293.5672,21793.878,4.6192,229.5323,495.4972,4.2723
7.1995,181.6487,17228.588,8.852,314.5882,372.1377,1.9373
5.9498,196.5218,7107.4611,6.8178,222.6254,350.4986,5.2563
8.7926,77.5114,17898.7238,6.6448,117.4117,469.0768,4.056
4.7152,241.1404,17308.9044,8.3118,174.2755,417.3997,3.3749
6.1616,245.7646,27682.4384,8.9278,281.6874,486.4399,2.9988
7.5658,195.0247,23699.869,6.9598,189.5146,347.5362,3.7185
9.3483,289.9483,10565.047,5.4576,274.6178,277.6449,4.8259
6.9014,173.2738,21378.0351,3.4521,194.0271,377.3597,4.6573
6.1672,245.1685,25372.2494,5.6279,217.4117,358.6918,3.1534
9.8217,118.4269,32224.2509,5.7656,348.2532,413.6969,2.9848
4.828,198.1158,27100.0317,7.2141,299.7984,369.0524,4.7883
4.0,186.0517,26086.7732,6.3097,279.2268,479.2814,3.1332
7.66,218.0246,20480.688,8.3759,350.3171,396.948,4.0719
6.2469,170.4378,23106.496,5.774,318.4487,432.038,4.1485
5.4682,189.4822,29996.0392,6.8859,395.7251,432.6108,4.3745
8.0625,266.0838,9337.7808,9.368,243.2113,435.5964,5.0299
7.3657,165.0589,17204.4854,7.6837,245.6292,418.0697,2.4844
6.1539,71.4738,13819.45,6.8799,175.9113,460.8481,1.7066
5.0795,339.9667,23033.2249,5.7961,245.6815,356.3476,3.3191
8.3087,310.5163,29841.7774,5.7335,357.1816,531.9534,6.1618
7.9753,96.619,15224.2057,5.2988,383.999,401.077,6.4266
6.8512,255.1766,877.5651,5.918,356.8244,315.0761,6.1974
9.77,159.762,16702.234,8.5113,136.4647,435.0459,3.7684
5.3949,221.079,27307.7899,6.5562,366.6516,351.9056,1.8615
4.7117,223.5379,24301.0392,4.3005,132.9185,473.2268,1.1884
5.9621,181.2474,23425.49,10.5363,351.8494,596.7684,3.2632
6.9316,137.2987,17760.0536,7.6399,250.5772,357.0742,3.7623
7.365,144.7567,9767.7541,4.1861,336.2027,446.5898,5.5608
6.6381,126.7046,24122.3546,6.1163,173.4041,279.5596,5.0414
7.5281,133.4542,13325.7455,7.2218,373.6934,456.3124,4.2729
5.1227,194.6257,37472.7739,10.4092,162.802,349.1429,2.9322
9.1656,142.7392,24564.0577,4.7838,226.5236,370.0132,2.8471
6.8768,254.5642,15354.8136,8.9521,200.1524,331.8971,4.305
8.6759,318.9797,15108.918,9.799,139.6572,478.5721,4.8365
7.5141,153.5957,19256.4463,5.7427,287.5622,500.5843,4.4703
7.6851,219.1524,18083.9846,6.445,424.4871,421.8708,2.7585
7.8547,239.9748,28934.6702,4.9274,480.0,350.8459,4.7808
7.6716,237.7602,21491.3294,6.5931,287.7725,547.1618,4.5111
7.9641,206.0764,14146.9461,6.9268,369.3345,359.9672,2.7152
8.9937,259.4146,35123.5255,8.3193,298.5676,247.0374,3.0588
7.2948,238.5799,20394.4667,9.1804,319.9107,456.6711,4.8262
8.0635,100.987,26150.7174,5.5038,252.6281,331.618,3.7186
6.8654,269.5325,15134.1879,3.0653,295.6062,499.0887,5.907
9.1602,270.9833,22904.925,6.9575,322.9983,389.509,4.6014
5.9854,138.9371,22488.8799,7.5871,233.7232,468.2971,3.416
9.7014,203.035,4882.8057,7.4988,273.8005,532.12,3.9878
6.9398,254.6663,36122.2009,6.3467,275.3256,323.2913,4.0761
4.8538,183.2549,30325.1557,7.2495,346.1123,374.725,3.1259
7.1922,285.8382,16822.4375,10.0309,194.7174,413.9463,2.9049
5.9784,389.1098,11181.8421,7.7635,275.8766,543.0041,4.8417
8.261,137.1211,22780.4929,6.2533,432.9604,367.3294,5.0143
6.0211,89.5164,20693.5816,5.9996,373.1248,372.4397,4.7245
6.3307,224.3055,22845.3516,6.6603,387.9343,458.2512,5.8184
4.1657,257.725,21532.6192,10.2735,281.9545,373.8217,3.3499
6.3215,181.5307,24049.9279,6.6334,305.6798,432.2021,6.0091
4.0,316.2609,31578.4456,6.9604,360.1789,295.877,2.9189
4.6241,92.9115,24544.8256,6.0354,404.8204,597.1464,2.7848
8.1406,255.4335,11602.756,9.198,123.8718,312.1833,1.888
8.1787,151.5311,30900.5028,10.9197,174.7647,394.2598,3.465
7.6382,337.5502,33124.9165,7.9012,384.7555,417.4015,3.3955
5.5495,359.4012,45216.4539,7.1655,257.8489,573.0151,4.6311
6.9284,138.6675,11012.0477,7.0736,226.2623,314.0123,4.2927
6.9946,156.0354,21943.0561,2.2314,179.6671,578.6963,2.5684
5.2625,268.767,3343.2104,8.4903,235.5987,480.5741,3.5287
9.2551,169.0295,24425.1933,7.2683,167.8105,453.3676,3.5542
8.316,196.3671,15614.3976,7.8567,447.2875,341.2293,1.8688
6.6686,202.0311,35387.5664,5.5771,278.2051,465.6913,2.8229
7.0403,50.0,13803.0802,6.2311,275.364,362.1211,3.075
7.3126,198.893,6486.5357,6.178,327.0461,521.3329,5.7204
4.0,144.8218,16229.8901,9.0432,356.9876,342.315,4.2297
6.6292,160.5502,4196.0978,6.2425,355.6711,410.9473,4.7946
5.977,315.4906,26008.7956,11.1653,365.8898,375.5782,2.2016
5.4976,99.4794,3479.3356,7.8617,229.5324,340.9982,5.4331
6.5783,265.0564,20227.6606,4.4486,256.1707,479.3056,5.5613
9.6965,177.683,3377.5054,6.7429,341.5225,462.8367,1.602
7.9613,177.6192,17437.6176,5.6966,237.8089,516.7208,3.1536
6.1432,263.2298,33147.0252,2.6112,279.5915,277.61,4.5949
7.8589,227.2041,22885.1831,10.1989,311.9011,505.1337,4.7733
9.099,245.649,13092.0512,8.4063,342.8148,620.4359,3.1858
8.387,277.4548,19750.3721,8.0664,137.7855,383.8687,3.6334
7.0894,173.4953,20144.135,7.3308,337.1797,571.6119,3.2831
6.0296,151.0211,23781.0428,4.236,261.3021,398.9471,4.1325
8.0473,113.188,9065.1331,6.0328,336.5966,310.2072,5.4366
7.5902,133.9672,24740.5382,8.6836,342.1545,395.5494,3.0747
8.3428,435.9276,500.0,4.8976,408.6332,503.8563,5.201
7.9528,299.5744,14960.9236,1.9365,388.2763,352.9459,3.062
8.5743,91.9141,16093.8093,6.5458,387.7257,371.9729,2.9828
6.1971,94.2034,25066.6146,6.7165,395.4936,467.4832,4.9823
8.9761,238.5493,20181.0468,7.2711,303.3103,420.2448,5.1063
7.2964,243.7812,8755.4956,8.457,282.5748,466.7698,5.0217
10.1129,243.9107,12120.055,8.2752,349.8254,439.0264,2.421
5.9662,179.6035,21589.4401,7.5175,338.5665,458.37,3.4409
9.6039,189.9637,19367.4613,9.3911,255.2747,385.4159,4.9876
7.2969,226.2304,15367.0071,3.9621,312.3859,438.5385,4.0499
6.0229,206.8714,16153.3297,8.0092,277.1923,345.8102,2.7116
6.2742,50.0,25569.344,8.2531,211.6854,523.0747,4.55
6.5195,181.616,15858.4594,4.5209,383.2369,369.258,3.1422
7.6362,131.8875,19295.27,3.9943,284.4159,510.3078,6.1534
7.7843,214.0169,37359.4927,5.5081,443.8967,401.3114,5.8538
6.1394,438.8207,8610.5389,5.6769,149.9606,436.1599,4.7249
6.9635,229.3985,5185.2581,8.5068,235.4577,380.4028,5.6332
10.2134,174.9176,26268.7173,5.7709,282.6111,338.7204,4.0777
9.5913,273.7441,14570.8555,5.2873,370.9905,280.4192,4.9185
7.6545,238.615,17454.0998,5.7767,311.9575,335.5741,5.7733
7.057,233.6076,13750.749,9.2373,304.8378,394.0873,4.2946
7.18,248.548,17921.5989,7.0261,189.8189,436.9503,3.6938
7.9203,364.5235,32788.3049,6.6415,187.4447,500.8303,1.9545
5.4658,109.5289,26417.0277,6.78,305.8004,384.3394,3.9002
6.6139,237.8906,26897.7881,9.5841,170.8715,349.4431,4.9881
4.4971,125.8895,8670.1836,5.5017,237.4498,304.5828,5.1348
7.5988,244.441,10790.7701,9.631,320.0734,458.4051,4.6052
7.9708,126.5051,500.0,7.421,201.4141,530.6556,3.3504
6.2752,166.6107,13524.9534,6.6792,408.4285,521.3064,1.6278
9.361,176.3928,27653.6255,12.0018,377.9149,476.7946,3.4057
5.1614,278.0653,24135.5721,4.8887,154.2864,471.0835,3.6348
4.8034,273.4764,18227.8939,6.2926,205.4103,555.8099,3.6245
7.3367,100.3426,19821.5977,4.5351,100.0,446.5665,4.7423
8.5706,204.3947,14488.9157,8.9049,217.3927,471.6904,6.3828
9.5259,143.2336,21638.0711,10.3784,341.3111,394.3373,4.1482
6.3117,99.3196,26127.0262,10.3398,246.8884,311.0365,3.7399
8.618,182.6386,7072.9057,9.4479,316.8638,365.2921,3.6889
6.9422,175.3214,22397.1815,6.6048,158.2133,419.2673,4.1493
6.7411,394.1373,27459.479,6.2695,343.838,424.8628,3.006
8.3255,234.6368,16679.1977,3.6577,235.5913,574.1029,4.1442
7.9785,89.7906,25605.6049,11.0717,280.9736,426.5022,4.541
4.6354,154.8181,42517.2356,7.938,272.57,514.3075,4.2516
9.2148,281.7107,19165.2577,6.0161,178.2761,385.1938,4.5491
9.0701,367.0754,23146.4564,9.6561,187.7533,395.0659,4.5205
6.0617,73.1213,14095.5433,5.0545,357.4236,313.6794,1.8737
7.5937,50.0,21450.0093,7.8132,311.9194,360.6138,4.7642
7.741,349.6772,23682.173,6.6547,364.0039,462.1585,3.1948
7.391,231.1691,21558.7387,8.2774,305.9727,420.6048,2.685
6.1745,130.5366,11842.4374,6.8729,291.4393,495.4351,2.6747
5.9926,242.7703,21650.8942,4.0981,141.9192,434.5003,4.5202
6.9617,50.0,31697.5675,7.1512,258.3707,391.8037,3.7329
8.7591,200.27,23589.0861,9.0977,277.8093,591.8637,1.9816
7.8154,226.2257,27695.8975,6.9416,436.2486,412.4877,4.5736
6.4441,273.9416,18103.9042,8.5502,334.9565,513.0401,2.2725
8.1575,118.8883,25999.2019,4.9089,402.8849,387.9033,4.1678
4.0,206.855,22234.1427,6.9475,327.803,476.768,4.2862
8.7231,125.966,12392.7142,5.751,223.0957,494.2413,5.0627
4.3904,220.4307,22548.168,8.494,289.3699,436.6794,6.138
6.4563,128.3723,12066.4267,7.063,298.8979,231.6414,2.3624
5.3205,167.3519,14936.9578,8.3801,204.8676,421.4602,3.937
5.058,120.3348,21514.6265,9.1754,249.249,518.4368,3.6684
8.7412,252.0909,22377.9542,8.3832,263.5386,462.1985,4.5205
6.2984,268.6761,10486.1403,7.5462,408.4496,455.6671,4.2588
7.5198,181.2304,28431.8862,5.0036,113.5408,282.2194,3.5769
6.9296,203.059,24576.0502,6.9944,376.4655,362.3636,3.4709
7.7156,84.1127,14362.1725,5.9338,205.0564,452.9086,2.6603
7.1152,176.0259,7699.3216,6.3119,170.2337,452.8307,5.1854
5.0755,195.9836,18840.7634,6.2509,374.3954,517.1733,4.551
8.4944,409.6634,16432.4503,5.0401,338.5518,408.4107,5.1013
6.2594,111.0426,20905.1237,3.0853,380.3615,452.4659,3.6275
4.6651,317.1342,17095.0667,5.6637,344.0562,421.3099,3.2118
6.3578,279.7487,3940.3451,7.3868,444.7876,341.0446,2.706
9.2511,222.4509,16893.2245,4.3036,324.6979,239.5367,4.4307
8.2753,340.6896,17555.0471,7.0314,267.4818,454.4808,2.7522
6.477,229.7684,25069.2882,10.8005,307.4341,433.9158,6.2184
6.4761,231.1327,14414.4026,9.0461,379.4775,370.546,2.4308
6.5175,195.7503,33429.3974,10.2871,217.65,290.4662,4.3284
10.1151,297.8855,4706.8756,7.7823,227.8489,470.3792,5.8802
7.5729,287.7175,30489.34,9.335,255.2832,398.7264,4.7189
7.6451,149.9458,18205.4482,5.5521,111.6334,464.55,4.2108
8.5454,94.4602,26876.679,5.7113,291.0463,569.1239,2.8378
7.3582,183.7615,20638.4119,1.5217,129.1097,248.6855,2.3419
6.6114,135.9969,29116.4443,9.3723,284.2447,364.0319,4.9241
6.7055,194.918,16901.1043,10.0806,349.2232,403.25,5.8074
6.8926,298.9951,11211.0366,5.8936,241.8499,536.3861,3.4734
6.9442,163.4159,31364.0343,6.4921,414.1693,289.0878,2.6331
8.0914,196.5741,19092.1548,5.4923,163.1599,574.8689,1.0502
7.0779,204.6418,21772.4678,7.7653,375.3009,430.8685,2.8231
8.099,267.8745,29878.0153,9.2499,334.011,412.3199,3.8636
6.8789,50.0,11744.3581,3.5145,142.7173,404.1552,5.9189
7.118,151.464,24763.9272,7.8189,480.0,385.099,4.8078
4.0027,216.9027,15280.8419,6.4467,274.9004,503.8493,4.3661
8.3745,296.0063,18942.6452,7.2268,209.8013,334.5183,3.5199
7.5197,160.6478,20578.2317,7.918,167.433,447.6331,3.3002
8.497,50.0,7998.2251,6.6236,262.3986,389.2655,5.6868
4.0,249.5769,13769.3037,6.7928,269.8075,359.0293,4.2409
10.1326,149.171,30808.5831,6.5722,288.2116,626.878,1.4769
6.7906,104.8267,27089.5295,8.9406,256.1763,453.5241,3.1918
8.6623,150.0524,19498.8834,7.8375,330.658,469.0612,2.9701
5.4401,185.238,21944.9877,7.4412,248.9896,511.0221,3.3445
7.9192,151.6204,17646.06,4.4581,125.2029,306.292,4.6755
5.4199,50.0,30852.6671,6.2428,268.0511,560.1834,3.8711
6.0643,271.7653,18397.1794,8.7973,100.0,219.2834,3.9078
9.871,301.99,21854.7367,7.0754,308.3017,358.4987,5.5762
6.714,252.1218,29168.2412,8.3191,201.656,383.2775,3.1642
7.3261,108.9851,13781.0281,10.533,293.0688,466.5379,6.237
8.3051,183.8807,32470.3135,9.0772,385.126,437.4975,3.1944
7.7435,199.4783,7756.3087,7.1863,204.1001,406.6548,4.107
7.2256,247.9036,33037.137,5.978,364.9005,419.0402,3.6626
7.5474,253.4672,17018.5953,1.8929,245.3288,341.7582,4.1481
10.6051,141.2661,18058.41,6.6632,420.2556,300.2214,4.5335
6.9136,206.5596,4879.9186,6.348,250.7878,478.1209,4.5206
7.3016,236.5824,16361.6423,7.7807,212.7606,475.4965,3.0963
8.576,316.4658,11681.5478,6.6922,334.9791,546.7596,2.6525
8.6583,256.3605,15138.8292,6.3592,245.1368,356.7986,7.0038
8.7805,263.1245,18901.5123,3.4412,212.684,475.4252,3.4192
7.9581,206.7061,27662.3329,5.1201,241.7728,397.3035,4.8391
5.2855,312.8367,21660.8268,7.9533,276.4315,515.238,2.0708
9.4501,232.781,22461.4132,10.4318,387.3744,501.757,3.6645
5.2805,131.113,11235.8449,6.8049,125.273,436.8968,3.8474
7.454,312.2696,12953.9673,7.6556,281.8465,392.8376,4.5674
5.8686,255.8323,34389.8001,8.905,329.9923,496.8746,1.0
6.9038,164.5565,14118.3917,5.3782,295.4759,471.7524,4.1994
7.4931,161.6406,33249.666,7.7336,384.7892,365.2448,2.6203
7.482,223.726,18055.5104,5.519,274.0524,313.7761,4.3892
7.6329,237.0548,20018.3035,8.7296,265.2359,396.9174,2.7564
9.4206,215.7834,28562.9213,7.3028,327.3864,541.2331,2.9734
7.6803,224.9047,30175.1394,7.5969,287.9451,511.719,3.6716
6.6338,335.9966,19113.4995,5.4348,248.7673,331.0138,2.7372
8.4461,285.7235,16894.0556,8.4141,321.2915,326.5794,3.4294
8.7842,215.2508,19552.6364,11.1694,227.7977,521.9747,2.5679
5.1586,275.3048,22703.6602,4.9842,231.1058,329.1491,1.8002
7.8961,117.3981,27130.4295,6.3205,237.7605,460.7436,5.2215
8.0518,231.8342,20033.8389,7.4632,388.2455,370.7143,2.4447
6.5537,344.7445,24951.0904,8.5728,100.0,549.3636,3.7856
9.0636,182.5563,33106.8779,5.8809,311.6479,358.366,4.9035
6.7749,132.1893,23050.4769,1.3339,282.7417,511.4689,3.2621
7.1884,147.8329,22493.2228,9.7184,145.5304,434.7887,3.0098
6.7404,112.8294,7848.7134,8.521,304.7781,440.1756,4.2715
7.0234,137.219,500.0,3.5141,318.0602,262.3753,5.3415
5.3556,170.3594,23107.0058,5.7849,327.1711,243.7669,2.5968
4.8399,87.5546,19241.4061,10.1364,100.0,402.3547,3.8198
9.3918,201.2495,15881.7386,9.8956,389.3112,439.7525,1.921
5.7296,272.1822,21948.2416,8.8773,220.9811,329.9842,3.5282
5.5129,127.3795,19516.7702,6.6478,334.9254,332.9045,4.041
4.0,321.5427,29022.242,7.166,339.2859,464.9178,2.9745
6.0416,240.8634,20688.8869,6.7381,209.8642,465.0284,3.4516
5.0154,282.4464,14024.6137,9.2565,332.8368,408.9807,2.3101
9.463,147.3732,27921.3299,5.2483,249.1605,482.4161,4.0925
8.5147,268.362,18262.9514,5.3884,114.2898,326.0638,5.2668
5.9678,112.6453,24212.2935,9.0205,373.4194,391.5252,2.6834
10.3787,271.2198,16180.7144,6.9113,217.9964,551.8302,3.2528
8.4726,213.7471,14801.3849,9.7569,211.6405,425.4658,4.6031
6.5128,244.2601,20673.3458,5.657,247.7547,430.105,5.4545
4.0,105.9524,20102.6291,6.8904,301.7789,604.4757,2.2082
10.4364,128.3944,23838.6163,5.1552,275.4184,308.0526,3.7975
4.9156,247.7783,17850.834,7.0147,323.8454,483.7144,4.3398
4.5319,124.1322,5309.1217,4.0429,172.8409,553.1189,3.8775
8.5339,237.0565,16537.8089,6.0247,220.6091,394.0114,1.0278
10.6596,90.629,26350.5477,4.1275,270.7202,488.7705,4.6013
9.0764,267.8539,17620.9914,8.3878,431.831,341.4384,5.8232
7.8459,101.3981,18028.9328,8.4332,270.895,365.0614,4.14
7.8921,244.184,27891.012,3.5395,366.8178,450.7973,2.7627
8.2801,250.0505,14304.2142,9.6678,283.0844,483.8853,3.3842
8.1384,144.2583,7657.5743,11.9948,241.3073,509.6749,6.1239
7.4218,246.5621,18714.951,7.092,260.262,545.5703,5.092
7.1563,220.8354,16126.6084,5.7178,266.5264,414.6043,4.768
6.9061,156.8927,12270.0294,12.6487,328.2917,515.4889,4.4277
5.8691,119.3156,18596.9724,4.3621,389.9689,392.6156,3.2066
6.579,50.0,23932.0452,7.0402,308.7745,492.1673,3.7593
4.4606,227.972,19925.6915,7.3592,374.9662,436.5991,3.9065
6.8525,74.8158,22455.8486,9.6903,202.8168,455.6542,4.6595
5.5171,207.6275,34507.2616,7.7195,246.8296,453.8806,5.8107
5.3446,178.9241,17256.9691,6.0027,222.0558,291.6236,5.342
7.2698,254.3314,22226.7891,5.0976,305.1556,330.0703,2.2967
9.088,175.8364,15926.2931,6.3164,251.2833,428.2033,4.2688
8.3775,173.6442,13229.1222,4.9861,338.3818,285.0177,4.8841
4.6442,258.5497,15320.7388,7.0957,205.5199,486.4969,4.7426
5.5156,226.8046,16169.9314,5.8716,283.4425,489.7245,3.2449
8.4112,225.2925,22875.8064,4.0119,334.9486,446.1736,7.4969
5.5263,237.5414,38792.6063,9.5103,114.7758,330.3093,2.4675
6.6631,77.1542,14271.6525,6.0047,449.7305,530.4111,2.7002
